"codendereco","rua","modulo","posicao","tipo"
"05-23-12","05","23","12",COLEÇÃO
"05-23-13","05","23","13",COLEÇÃO
"05-23-14","05","23","14",COLEÇÃO
"05-23-15","05","23","15",COLEÇÃO
"05-23-16","05","23","16",COLEÇÃO
"05-23-17","05","23","17",COLEÇÃO
"05-23-18","05","23","18",COLEÇÃO
"05-23-19","05","23","19",COLEÇÃO
"05-23-20","05","23","20",COLEÇÃO
"05-23-21","05","23","21",COLEÇÃO
"05-23-22","05","23","22",COLEÇÃO
"05-23-23","05","23","23",COLEÇÃO
"05-23-24","05","23","24",COLEÇÃO
"05-24-01","05","24","01",COLEÇÃO
"05-24-02","05","24","02",COLEÇÃO
"05-24-03","05","24","03",COLEÇÃO
"05-24-04","05","24","04",COLEÇÃO
"05-24-05","05","24","05",COLEÇÃO
"05-24-06","05","24","06",COLEÇÃO
"05-24-07","05","24","07",COLEÇÃO
"05-24-08","05","24","08",COLEÇÃO
"05-24-09","05","24","09",COLEÇÃO
"05-24-10","05","24","10",COLEÇÃO
"05-24-11","05","24","11",COLEÇÃO
"05-24-12","05","24","12",COLEÇÃO
"05-24-13","05","24","13",COLEÇÃO
"05-24-14","05","24","14",COLEÇÃO
"05-24-15","05","24","15",COLEÇÃO
"05-24-16","05","24","16",COLEÇÃO
"05-24-17","05","24","17",COLEÇÃO
"05-24-18","05","24","18",COLEÇÃO
"05-24-19","05","24","19",COLEÇÃO
"05-24-20","05","24","20",COLEÇÃO
"05-24-21","05","24","21",COLEÇÃO
"05-24-22","05","24","22",COLEÇÃO
"05-24-23","05","24","23",COLEÇÃO
"05-24-24","05","24","24",COLEÇÃO
"05-25-01","05","25","01",COLEÇÃO
"05-25-02","05","25","02",COLEÇÃO
"05-25-03","05","25","03",COLEÇÃO
"05-25-04","05","25","04",COLEÇÃO
"05-25-05","05","25","05",COLEÇÃO
"05-25-06","05","25","06",COLEÇÃO
"05-25-07","05","25","07",COLEÇÃO
"05-25-08","05","25","08",COLEÇÃO
"05-25-09","05","25","09",COLEÇÃO
"05-25-10","05","25","10",COLEÇÃO
"05-25-11","05","25","11",COLEÇÃO
"05-25-12","05","25","12",COLEÇÃO
"05-25-13","05","25","13",COLEÇÃO
"05-25-14","05","25","14",COLEÇÃO
"05-25-15","05","25","15",COLEÇÃO
"05-25-16","05","25","16",COLEÇÃO
"05-25-17","05","25","17",COLEÇÃO
"05-25-18","05","25","18",COLEÇÃO
"05-25-19","05","25","19",COLEÇÃO
"05-25-20","05","25","20",COLEÇÃO
"05-25-21","05","25","21",COLEÇÃO
"05-25-22","05","25","22",COLEÇÃO
"05-25-23","05","25","23",COLEÇÃO
"05-25-24","05","25","24",COLEÇÃO
"05-26-01","05","26","01",COLEÇÃO
"05-26-02","05","26","02",COLEÇÃO
"05-26-03","05","26","03",COLEÇÃO
"05-26-04","05","26","04",COLEÇÃO
"05-26-05","05","26","05",COLEÇÃO
"05-26-06","05","26","06",COLEÇÃO
"05-26-07","05","26","07",COLEÇÃO
"05-26-08","05","26","08",COLEÇÃO
"05-26-09","05","26","09",COLEÇÃO
"05-26-10","05","26","10",COLEÇÃO
"05-26-11","05","26","11",COLEÇÃO
"05-26-12","05","26","12",COLEÇÃO
"05-26-13","05","26","13",COLEÇÃO
"05-26-14","05","26","14",COLEÇÃO
"05-26-15","05","26","15",COLEÇÃO
"05-26-16","05","26","16",COLEÇÃO
"05-26-17","05","26","17",COLEÇÃO
"05-26-18","05","26","18",COLEÇÃO
"05-26-19","05","26","19",COLEÇÃO
"05-26-20","05","26","20",COLEÇÃO
"05-26-21","05","26","21",COLEÇÃO
"05-26-22","05","26","22",COLEÇÃO
"05-26-23","05","26","23",COLEÇÃO
"05-26-24","05","26","24",COLEÇÃO
"05-27-01","05","27","01",COLEÇÃO
"05-27-02","05","27","02",COLEÇÃO
"05-27-03","05","27","03",COLEÇÃO
"05-27-04","05","27","04",COLEÇÃO
"05-27-05","05","27","05",COLEÇÃO
"05-27-06","05","27","06",COLEÇÃO
"05-27-07","05","27","07",COLEÇÃO
"05-27-08","05","27","08",COLEÇÃO
"05-27-09","05","27","09",COLEÇÃO
"05-27-10","05","27","10",COLEÇÃO
"05-27-11","05","27","11",COLEÇÃO
"05-27-12","05","27","12",COLEÇÃO
"05-27-13","05","27","13",COLEÇÃO
"05-27-14","05","27","14",COLEÇÃO
"05-27-15","05","27","15",COLEÇÃO
"05-27-16","05","27","16",COLEÇÃO
"05-27-17","05","27","17",COLEÇÃO
"05-27-18","05","27","18",COLEÇÃO
"05-27-19","05","27","19",COLEÇÃO
"05-27-20","05","27","20",COLEÇÃO
"05-27-21","05","27","21",COLEÇÃO
"05-27-22","05","27","22",COLEÇÃO
"05-27-23","05","27","23",COLEÇÃO
"05-27-24","05","27","24",COLEÇÃO
"05-28-01","05","28","01",COLEÇÃO
"05-28-02","05","28","02",COLEÇÃO
"05-28-03","05","28","03",COLEÇÃO
"05-28-04","05","28","04",COLEÇÃO
"05-28-05","05","28","05",COLEÇÃO
"05-28-06","05","28","06",COLEÇÃO
"05-28-07","05","28","07",COLEÇÃO
"05-28-08","05","28","08",COLEÇÃO
"05-28-09","05","28","09",COLEÇÃO
"05-28-10","05","28","10",COLEÇÃO
"05-28-11","05","28","11",COLEÇÃO
"05-28-12","05","28","12",COLEÇÃO
"05-28-13","05","28","13",COLEÇÃO
"05-28-14","05","28","14",COLEÇÃO
"05-28-15","05","28","15",COLEÇÃO
"05-28-16","05","28","16",COLEÇÃO
"05-28-17","05","28","17",COLEÇÃO
"05-28-18","05","28","18",COLEÇÃO
"05-28-19","05","28","19",COLEÇÃO
"05-28-20","05","28","20",COLEÇÃO
"05-28-21","05","28","21",COLEÇÃO
"05-28-22","05","28","22",COLEÇÃO
"05-28-23","05","28","23",COLEÇÃO
"05-28-24","05","28","24",COLEÇÃO
"05-29-01","05","29","01",COLEÇÃO
"05-29-02","05","29","02",COLEÇÃO
"05-29-03","05","29","03",COLEÇÃO
"05-29-04","05","29","04",COLEÇÃO
"05-29-05","05","29","05",COLEÇÃO
"05-29-06","05","29","06",COLEÇÃO
"05-29-07","05","29","07",COLEÇÃO
"05-29-08","05","29","08",COLEÇÃO
"05-29-09","05","29","09",COLEÇÃO
"05-29-10","05","29","10",COLEÇÃO
"05-29-11","05","29","11",COLEÇÃO
"05-29-12","05","29","12",COLEÇÃO
"05-29-13","05","29","13",COLEÇÃO
"05-29-14","05","29","14",COLEÇÃO
"05-29-15","05","29","15",COLEÇÃO
"05-29-16","05","29","16",COLEÇÃO
"05-29-17","05","29","17",COLEÇÃO
"05-29-18","05","29","18",COLEÇÃO
"05-29-19","05","29","19",COLEÇÃO
"05-29-20","05","29","20",COLEÇÃO
"05-29-21","05","29","21",COLEÇÃO
"05-29-22","05","29","22",COLEÇÃO
"05-29-23","05","29","23",COLEÇÃO
"05-29-24","05","29","24",COLEÇÃO
"05-30-01","05","30","01",COLEÇÃO
"05-30-02","05","30","02",COLEÇÃO
"05-30-03","05","30","03",COLEÇÃO
"05-30-04","05","30","04",COLEÇÃO
"05-30-05","05","30","05",COLEÇÃO
"05-30-06","05","30","06",COLEÇÃO
"05-30-07","05","30","07",COLEÇÃO
"05-30-08","05","30","08",COLEÇÃO
"05-30-09","05","30","09",COLEÇÃO
"05-30-10","05","30","10",COLEÇÃO
"05-30-11","05","30","11",COLEÇÃO
"05-30-12","05","30","12",COLEÇÃO
"05-30-13","05","30","13",COLEÇÃO
"05-30-14","05","30","14",COLEÇÃO
"05-30-15","05","30","15",COLEÇÃO
"05-30-16","05","30","16",COLEÇÃO
"05-30-17","05","30","17",COLEÇÃO
"05-30-18","05","30","18",COLEÇÃO
"05-30-19","05","30","19",COLEÇÃO
"05-30-20","05","30","20",COLEÇÃO
"05-30-21","05","30","21",COLEÇÃO
"05-30-22","05","30","22",COLEÇÃO
"05-30-23","05","30","23",COLEÇÃO
"05-30-24","05","30","24",COLEÇÃO
"05-31-01","05","31","01",COLEÇÃO
"05-31-02","05","31","02",COLEÇÃO
"05-31-03","05","31","03",COLEÇÃO
"05-31-04","05","31","04",COLEÇÃO
"05-31-05","05","31","05",COLEÇÃO
"05-31-06","05","31","06",COLEÇÃO
"05-31-07","05","31","07",COLEÇÃO
"05-31-08","05","31","08",COLEÇÃO
"05-31-09","05","31","09",COLEÇÃO
"05-31-10","05","31","10",COLEÇÃO
"05-31-11","05","31","11",COLEÇÃO
"05-31-12","05","31","12",COLEÇÃO
"05-31-13","05","31","13",COLEÇÃO
"05-31-14","05","31","14",COLEÇÃO
"05-31-15","05","31","15",COLEÇÃO
"05-31-16","05","31","16",COLEÇÃO
"05-31-17","05","31","17",COLEÇÃO
"05-31-18","05","31","18",COLEÇÃO
"05-31-19","05","31","19",COLEÇÃO
"05-31-20","05","31","20",COLEÇÃO
"05-31-21","05","31","21",COLEÇÃO
"05-31-22","05","31","22",COLEÇÃO
"05-31-23","05","31","23",COLEÇÃO
"05-31-24","05","31","24",COLEÇÃO
"05-32-01","05","32","01",COLEÇÃO
"05-32-02","05","32","02",COLEÇÃO
"05-32-03","05","32","03",COLEÇÃO
"05-32-04","05","32","04",COLEÇÃO
"05-32-05","05","32","05",COLEÇÃO
"05-32-06","05","32","06",COLEÇÃO
"05-32-07","05","32","07",COLEÇÃO
"05-32-08","05","32","08",COLEÇÃO
"05-32-09","05","32","09",COLEÇÃO
"05-32-10","05","32","10",COLEÇÃO
"05-32-11","05","32","11",COLEÇÃO
"05-32-12","05","32","12",COLEÇÃO
"05-32-13","05","32","13",COLEÇÃO
"05-32-14","05","32","14",COLEÇÃO
"05-32-15","05","32","15",COLEÇÃO
"05-32-16","05","32","16",COLEÇÃO
"05-32-17","05","32","17",COLEÇÃO
"05-32-18","05","32","18",COLEÇÃO
"05-32-19","05","32","19",COLEÇÃO
"05-32-20","05","32","20",COLEÇÃO
"05-32-21","05","32","21",COLEÇÃO
"05-32-22","05","32","22",COLEÇÃO
"05-32-23","05","32","23",COLEÇÃO
"05-32-24","05","32","24",COLEÇÃO
"05-33-01","05","33","01",COLEÇÃO
"05-33-02","05","33","02",COLEÇÃO
"05-33-03","05","33","03",COLEÇÃO
"05-33-04","05","33","04",COLEÇÃO
"05-33-05","05","33","05",COLEÇÃO
"05-33-06","05","33","06",COLEÇÃO
"05-33-07","05","33","07",COLEÇÃO
"05-33-08","05","33","08",COLEÇÃO
"05-33-09","05","33","09",COLEÇÃO
"05-33-10","05","33","10",COLEÇÃO
"05-33-11","05","33","11",COLEÇÃO
"05-33-12","05","33","12",COLEÇÃO
"05-33-13","05","33","13",COLEÇÃO
"05-33-14","05","33","14",COLEÇÃO
"05-33-15","05","33","15",COLEÇÃO
"05-33-16","05","33","16",COLEÇÃO
"05-33-17","05","33","17",COLEÇÃO
"05-33-18","05","33","18",COLEÇÃO
"05-33-19","05","33","19",COLEÇÃO
"05-33-20","05","33","20",COLEÇÃO
"05-33-21","05","33","21",COLEÇÃO
"05-33-22","05","33","22",COLEÇÃO
"05-33-23","05","33","23",COLEÇÃO
"05-33-24","05","33","24",COLEÇÃO
"05-34-01","05","34","01",COLEÇÃO
"05-34-02","05","34","02",COLEÇÃO
"05-34-03","05","34","03",COLEÇÃO
"05-34-04","05","34","04",COLEÇÃO
"05-34-05","05","34","05",COLEÇÃO
"05-34-06","05","34","06",COLEÇÃO
"05-34-07","05","34","07",COLEÇÃO
"05-34-08","05","34","08",COLEÇÃO
"05-34-09","05","34","09",COLEÇÃO
"05-34-10","05","34","10",COLEÇÃO
"05-34-11","05","34","11",COLEÇÃO
"05-34-12","05","34","12",COLEÇÃO
"05-34-13","05","34","13",COLEÇÃO
"05-34-14","05","34","14",COLEÇÃO
"05-34-15","05","34","15",COLEÇÃO
"05-34-16","05","34","16",COLEÇÃO
"05-34-17","05","34","17",COLEÇÃO
"05-34-18","05","34","18",COLEÇÃO
"05-34-19","05","34","19",COLEÇÃO
"05-34-20","05","34","20",COLEÇÃO
"05-34-21","05","34","21",COLEÇÃO
"05-34-22","05","34","22",COLEÇÃO
"05-34-23","05","34","23",COLEÇÃO
"05-34-24","05","34","24",COLEÇÃO
"05-35-01","05","35","01",COLEÇÃO
"05-35-02","05","35","02",COLEÇÃO
"05-35-03","05","35","03",COLEÇÃO
"05-35-04","05","35","04",COLEÇÃO
"05-35-05","05","35","05",COLEÇÃO
"05-35-06","05","35","06",COLEÇÃO
"05-35-07","05","35","07",COLEÇÃO
"05-35-08","05","35","08",COLEÇÃO
"05-35-09","05","35","09",COLEÇÃO
"05-35-10","05","35","10",COLEÇÃO
"05-35-11","05","35","11",COLEÇÃO
"05-35-12","05","35","12",COLEÇÃO
"05-35-13","05","35","13",COLEÇÃO
"05-35-14","05","35","14",COLEÇÃO
"05-35-15","05","35","15",COLEÇÃO
"05-35-16","05","35","16",COLEÇÃO
"05-35-17","05","35","17",COLEÇÃO
"05-35-18","05","35","18",COLEÇÃO
"05-35-19","05","35","19",COLEÇÃO
"05-35-20","05","35","20",COLEÇÃO
"05-35-21","05","35","21",COLEÇÃO
"05-35-22","05","35","22",COLEÇÃO
"05-35-23","05","35","23",COLEÇÃO
"05-35-24","05","35","24",COLEÇÃO
"05-36-01","05","36","01",COLEÇÃO
"05-36-02","05","36","02",COLEÇÃO
"05-36-03","05","36","03",COLEÇÃO
"05-36-04","05","36","04",COLEÇÃO
"05-36-05","05","36","05",COLEÇÃO
"05-36-06","05","36","06",COLEÇÃO
"05-36-07","05","36","07",COLEÇÃO
"05-36-08","05","36","08",COLEÇÃO
"05-36-09","05","36","09",COLEÇÃO
"05-36-10","05","36","10",COLEÇÃO
"05-36-11","05","36","11",COLEÇÃO
"05-36-12","05","36","12",COLEÇÃO
"05-36-13","05","36","13",COLEÇÃO
"05-36-14","05","36","14",COLEÇÃO
"05-36-15","05","36","15",COLEÇÃO
"05-36-16","05","36","16",COLEÇÃO
"05-36-17","05","36","17",COLEÇÃO
"05-36-18","05","36","18",COLEÇÃO
"05-36-19","05","36","19",COLEÇÃO
"05-36-20","05","36","20",COLEÇÃO
"05-36-21","05","36","21",COLEÇÃO
"05-36-22","05","36","22",COLEÇÃO
"05-36-23","05","36","23",COLEÇÃO
"05-36-24","05","36","24",COLEÇÃO
"05-37-01","05","37","01",COLEÇÃO
"05-37-02","05","37","02",COLEÇÃO
"05-37-03","05","37","03",COLEÇÃO
"05-37-04","05","37","04",COLEÇÃO
"05-37-05","05","37","05",COLEÇÃO
"05-37-06","05","37","06",COLEÇÃO
"05-37-07","05","37","07",COLEÇÃO
"05-37-08","05","37","08",COLEÇÃO
"05-37-09","05","37","09",COLEÇÃO
"05-37-10","05","37","10",COLEÇÃO
"05-37-11","05","37","11",COLEÇÃO
"05-37-12","05","37","12",COLEÇÃO
"05-37-13","05","37","13",COLEÇÃO
"05-37-14","05","37","14",COLEÇÃO
"05-37-15","05","37","15",COLEÇÃO
"05-37-16","05","37","16",COLEÇÃO
"05-37-17","05","37","17",COLEÇÃO
"05-37-18","05","37","18",COLEÇÃO
"05-37-19","05","37","19",COLEÇÃO
"05-37-20","05","37","20",COLEÇÃO
"05-37-21","05","37","21",COLEÇÃO
"05-37-22","05","37","22",COLEÇÃO
"05-37-23","05","37","23",COLEÇÃO
"05-37-24","05","37","24",COLEÇÃO
"05-38-01","05","38","01",COLEÇÃO
"05-38-02","05","38","02",COLEÇÃO
"05-38-03","05","38","03",COLEÇÃO
"05-38-04","05","38","04",COLEÇÃO
"05-38-05","05","38","05",COLEÇÃO
"05-38-06","05","38","06",COLEÇÃO
"05-38-07","05","38","07",COLEÇÃO
"05-38-08","05","38","08",COLEÇÃO
"05-38-09","05","38","09",COLEÇÃO
"05-38-10","05","38","10",COLEÇÃO
"05-38-11","05","38","11",COLEÇÃO
"05-38-12","05","38","12",COLEÇÃO
"05-38-13","05","38","13",COLEÇÃO
"05-38-14","05","38","14",COLEÇÃO
"05-38-15","05","38","15",COLEÇÃO
"05-38-16","05","38","16",COLEÇÃO
"05-38-17","05","38","17",COLEÇÃO
"05-38-18","05","38","18",COLEÇÃO
"05-38-19","05","38","19",COLEÇÃO
"05-38-20","05","38","20",COLEÇÃO
"05-38-21","05","38","21",COLEÇÃO
"05-38-22","05","38","22",COLEÇÃO
"05-38-23","05","38","23",COLEÇÃO
"05-38-24","05","38","24",COLEÇÃO
"05-39-01","05","39","01",COLEÇÃO
"05-39-02","05","39","02",COLEÇÃO
"05-39-03","05","39","03",COLEÇÃO
"05-39-04","05","39","04",COLEÇÃO
"05-39-05","05","39","05",COLEÇÃO
"05-39-06","05","39","06",COLEÇÃO
"05-39-07","05","39","07",COLEÇÃO
"05-39-08","05","39","08",COLEÇÃO
"05-39-09","05","39","09",COLEÇÃO
"05-39-10","05","39","10",COLEÇÃO
"05-39-11","05","39","11",COLEÇÃO
"05-39-12","05","39","12",COLEÇÃO
"05-39-13","05","39","13",COLEÇÃO
"05-39-14","05","39","14",COLEÇÃO
"05-39-15","05","39","15",COLEÇÃO
"05-39-16","05","39","16",COLEÇÃO
"05-39-17","05","39","17",COLEÇÃO
"05-39-18","05","39","18",COLEÇÃO
"05-39-19","05","39","19",COLEÇÃO
"05-39-20","05","39","20",COLEÇÃO
"05-39-21","05","39","21",COLEÇÃO
"05-39-22","05","39","22",COLEÇÃO
"05-39-23","05","39","23",COLEÇÃO
"05-39-24","05","39","24",COLEÇÃO
"05-40-01","05","40","01",COLEÇÃO
"05-40-02","05","40","02",COLEÇÃO
"05-40-03","05","40","03",COLEÇÃO
"05-40-04","05","40","04",COLEÇÃO
"05-40-05","05","40","05",COLEÇÃO
"05-40-06","05","40","06",COLEÇÃO
"05-40-07","05","40","07",COLEÇÃO
"05-40-08","05","40","08",COLEÇÃO
"05-40-09","05","40","09",COLEÇÃO
"05-40-10","05","40","10",COLEÇÃO
"05-40-11","05","40","11",COLEÇÃO
"05-40-12","05","40","12",COLEÇÃO
"05-40-13","05","40","13",COLEÇÃO
"05-40-14","05","40","14",COLEÇÃO
"05-40-15","05","40","15",COLEÇÃO
"05-40-16","05","40","16",COLEÇÃO
"05-40-17","05","40","17",COLEÇÃO
"05-40-18","05","40","18",COLEÇÃO
"05-40-19","05","40","19",COLEÇÃO
"05-40-20","05","40","20",COLEÇÃO
"05-40-21","05","40","21",COLEÇÃO
"05-40-22","05","40","22",COLEÇÃO
"05-40-23","05","40","23",COLEÇÃO
"05-40-24","05","40","24",COLEÇÃO
"05-41-01","05","41","01",COLEÇÃO
"05-41-02","05","41","02",COLEÇÃO
"05-41-03","05","41","03",COLEÇÃO
"05-41-04","05","41","04",COLEÇÃO
"05-41-05","05","41","05",COLEÇÃO
"05-41-06","05","41","06",COLEÇÃO
"05-41-07","05","41","07",COLEÇÃO
"05-41-08","05","41","08",COLEÇÃO
"05-41-09","05","41","09",COLEÇÃO
"05-41-10","05","41","10",COLEÇÃO
"05-41-11","05","41","11",COLEÇÃO
"05-41-12","05","41","12",COLEÇÃO
"05-41-13","05","41","13",COLEÇÃO
"05-41-14","05","41","14",COLEÇÃO
"05-41-15","05","41","15",COLEÇÃO
"05-41-16","05","41","16",COLEÇÃO
"05-41-17","05","41","17",COLEÇÃO
"05-41-18","05","41","18",COLEÇÃO
"05-41-19","05","41","19",COLEÇÃO
"05-41-20","05","41","20",COLEÇÃO
"05-41-21","05","41","21",COLEÇÃO
"05-41-22","05","41","22",COLEÇÃO
"05-41-23","05","41","23",COLEÇÃO
"05-41-24","05","41","24",COLEÇÃO
"05-42-01","05","42","01",COLEÇÃO
"05-42-02","05","42","02",COLEÇÃO
"05-42-03","05","42","03",COLEÇÃO
"05-42-04","05","42","04",COLEÇÃO
"05-42-05","05","42","05",COLEÇÃO
"05-42-06","05","42","06",COLEÇÃO
"05-42-07","05","42","07",COLEÇÃO
"05-42-08","05","42","08",COLEÇÃO
"05-42-09","05","42","09",COLEÇÃO
"05-42-10","05","42","10",COLEÇÃO
"05-42-11","05","42","11",COLEÇÃO
"05-42-12","05","42","12",COLEÇÃO
"05-42-13","05","42","13",COLEÇÃO
"05-42-14","05","42","14",COLEÇÃO
"05-42-15","05","42","15",COLEÇÃO
"05-42-16","05","42","16",COLEÇÃO
"05-42-17","05","42","17",COLEÇÃO
"05-42-18","05","42","18",COLEÇÃO
"05-42-19","05","42","19",COLEÇÃO
"05-42-20","05","42","20",COLEÇÃO
"05-42-21","05","42","21",COLEÇÃO
"05-42-22","05","42","22",COLEÇÃO
"05-42-23","05","42","23",COLEÇÃO
"05-42-24","05","42","24",COLEÇÃO
"05-43-01","05","43","01",COLEÇÃO
"05-43-02","05","43","02",COLEÇÃO
"05-43-03","05","43","03",COLEÇÃO
"05-43-04","05","43","04",COLEÇÃO
"05-43-05","05","43","05",COLEÇÃO
"05-43-06","05","43","06",COLEÇÃO
"05-43-07","05","43","07",COLEÇÃO
"05-43-08","05","43","08",COLEÇÃO
"05-43-09","05","43","09",COLEÇÃO
"05-43-10","05","43","10",COLEÇÃO
"05-43-11","05","43","11",COLEÇÃO
"05-43-12","05","43","12",COLEÇÃO
"05-43-13","05","43","13",COLEÇÃO
"05-43-14","05","43","14",COLEÇÃO
"05-43-15","05","43","15",COLEÇÃO
"05-43-16","05","43","16",COLEÇÃO
"05-43-17","05","43","17",COLEÇÃO
"05-43-18","05","43","18",COLEÇÃO
"05-43-19","05","43","19",COLEÇÃO
"05-43-20","05","43","20",COLEÇÃO
"05-43-21","05","43","21",COLEÇÃO
"05-43-22","05","43","22",COLEÇÃO
"05-43-23","05","43","23",COLEÇÃO
"05-43-24","05","43","24",COLEÇÃO
"05-44-01","05","44","01",COLEÇÃO
"05-44-02","05","44","02",COLEÇÃO
"05-44-03","05","44","03",COLEÇÃO
"05-44-04","05","44","04",COLEÇÃO
"05-44-05","05","44","05",COLEÇÃO
"05-44-06","05","44","06",COLEÇÃO
"05-44-07","05","44","07",COLEÇÃO
"05-44-08","05","44","08",COLEÇÃO
"05-44-09","05","44","09",COLEÇÃO
"05-44-10","05","44","10",COLEÇÃO
"05-44-11","05","44","11",COLEÇÃO
"05-44-12","05","44","12",COLEÇÃO
"05-44-13","05","44","13",COLEÇÃO
"05-44-14","05","44","14",COLEÇÃO
"05-44-15","05","44","15",COLEÇÃO
"05-44-16","05","44","16",COLEÇÃO
"05-44-17","05","44","17",COLEÇÃO
"05-44-18","05","44","18",COLEÇÃO
"05-44-19","05","44","19",COLEÇÃO
"05-44-20","05","44","20",COLEÇÃO
"05-44-21","05","44","21",COLEÇÃO
"05-44-22","05","44","22",COLEÇÃO
"05-44-23","05","44","23",COLEÇÃO
"05-44-24","05","44","24",COLEÇÃO
"05-45-01","05","45","01",COLEÇÃO
"05-45-02","05","45","02",COLEÇÃO
"05-45-03","05","45","03",COLEÇÃO
"05-45-04","05","45","04",COLEÇÃO
"05-45-05","05","45","05",COLEÇÃO
"05-45-06","05","45","06",COLEÇÃO
"05-45-07","05","45","07",COLEÇÃO
"05-45-08","05","45","08",COLEÇÃO
"05-45-09","05","45","09",COLEÇÃO
"05-45-10","05","45","10",COLEÇÃO
"05-45-11","05","45","11",COLEÇÃO
"05-45-12","05","45","12",COLEÇÃO
"05-45-13","05","45","13",COLEÇÃO
"05-45-14","05","45","14",COLEÇÃO
"05-45-15","05","45","15",COLEÇÃO
"05-45-16","05","45","16",COLEÇÃO
"05-45-17","05","45","17",COLEÇÃO
"05-45-18","05","45","18",COLEÇÃO
"05-45-19","05","45","19",COLEÇÃO
"05-45-20","05","45","20",COLEÇÃO
"05-45-21","05","45","21",COLEÇÃO
"05-45-22","05","45","22",COLEÇÃO
"05-45-23","05","45","23",COLEÇÃO
